Group_Name,Year,Month,Report_Year_Month,Volume,Open_Interest
"Interest Rates",2007,12,2007-12,218739750,144752545
Metals,2007,12,2007-12,21625731,4195646
Other,2007,12,2007-12,3967590,24649838
Agriculture,2007,2,2007-2,39075374,13914381
Currencies,2007,2,2007-2,29848230,7712398
Energy,2007,2,2007-2,37885442,22203894
Equity,2007,2,2007-2,643234028,458211045
"Interest Rates",2007,2,2007-2,283251437,144019077
Metals,2007,2,2007-2,18808088,4262926
Other,2007,2,2007-2,5376572,47987490
Agriculture,2007,3,2007-3,42274536,15710575
Currencies,2007,3,2007-3,37267188,8025920
Energy,2007,3,2007-3,40798246,22775957
Equity,2007,3,2007-3,885460083,454758589
"Interest Rates",2007,3,2007-3,338969946,139690634
Metals,2007,3,2007-3,21063339,3965276
Other,2007,3,2007-3,7027523,48663099
Agriculture,2007,4,2007-4,47788126,13855643
Currencies,2007,4,2007-4,27470817,8731132
Energy,2007,4,2007-4,37974073,23197031
Equity,2007,4,2007-4,709325898,481194130
"Interest Rates",2007,4,2007-4,230556584,148692425
Metals,2007,4,2007-4,19993168,4204213
Other,2007,4,2007-4,4945620,48847787
Agriculture,2007,5,2007-5,42073307,14043539
Currencies,2007,5,2007-5,33471353,9150533
Energy,2007,5,2007-5,40576182,22952424
Equity,2007,5,2007-5,789887003,516900499
"Interest Rates",2007,5,2007-5,315976315,162070443
Metals,2007,5,2007-5,20535021,4172818
Other,2007,5,2007-5,6517002,49885380
Agriculture,2007,6,2007-6,54366229,12994329
Currencies,2007,6,2007-6,39708851,8999916
Energy,2007,6,2007-6,39872956,23599429
Equity,2007,6,2007-6,936421237,501316277
"Interest Rates",2007,6,2007-6,386506935,143559094
Metals,2007,6,2007-6,20585260,4266866
Other,2007,6,2007-6,5311194,49670558
Agriculture,2007,7,2007-7,51377838,14105635
Currencies,2007,7,2007-7,43737104,9550592
Energy,2007,7,2007-7,41354424,24255199
Equity,2007,7,2007-7,901544106,539869811
"Interest Rates",2007,7,2007-7,321383379,155081810
Metals,2007,7,2007-7,20587785,4375083
Other,2007,7,2007-7,6732065,50261336
Agriculture,2007,8,2007-8,63905535,13649966
Currencies,2007,8,2007-8,58655427,10929659
Energy,2007,8,2007-8,43974687,24170094
Equity,2007,8,2007-8,977909191,573660661
"Interest Rates",2007,8,2007-8,433010568,163118337
Metals,2007,8,2007-8,22946091,4478039
Other,2007,8,2007-8,9697672,52762486
Agriculture,2007,9,2007-9,63805515,14218423
Currencies,2007,9,2007-9,38939448,10981993
Energy,2007,9,2007-9,40532611,23531794
Equity,2007,9,2007-9,780768246,528058993
"Interest Rates",2007,9,2007-9,304530806,155833189
Metals,2007,9,2007-9,19370835,4156443
Other,2007,9,2007-9,6529653,30653031
Agriculture,2008,1,2008-1,68919165,17608138
Currencies,2008,1,2008-1,43770500,14850594
Energy,2008,1,2008-1,45209472,24761054
Equity,2008,1,2008-1,1016992919,501313749
"Interest Rates",2008,1,2008-1,355540716,163171653
Metals,2008,1,2008-1,32815376,4287412
Other,2008,1,2008-1,6905810,23618218
Agriculture,2008,10,2008-10,91215449,12281609
Currencies,2008,10,2008-10,59861329,17124985
Energy,2008,10,2008-10,52357072,28668840
Equity,2008,10,2008-10,1211039843,630026881
"Interest Rates",2008,10,2008-10,240117287,130695269
Metals,2008,10,2008-10,34561745,4791924
Other,2008,10,2008-10,8842247,16516483
Agriculture,2008,11,2008-11,69725829,10301561
Currencies,2008,11,2008-11,35323966,15769563
Energy,2008,11,2008-11,43702300,27246738
Equity,2008,11,2008-11,913033131,603674213
"Interest Rates",2008,11,2008-11,160411875,129525726
Metals,2008,11,2008-11,29916658,4268743
Other,2008,11,2008-11,9523606,15869510
Agriculture,2008,12,2008-12,66462416,10182347
Currencies,2008,12,2008-12,38302958,13122075
Energy,2008,12,2008-12,51583850,28228988
Equity,2008,12,2008-12,943518904,468006901
"Interest Rates",2008,12,2008-12,141195385,110799622
Metals,2008,12,2008-12,32781171,4613721
Other,2008,12,2008-12,12823285,14939786
Agriculture,2008,2,2008-2,69150131,16862268
Currencies,2008,2,2008-2,39377085,15418861
Energy,2008,2,2008-2,45572746,25686959
Equity,2008,2,2008-2,747033609,535434440
"Interest Rates",2008,2,2008-2,338517367,164116687
Metals,2008,2,2008-2,30058824,4667045
Other,2008,2,2008-2,6278832,23589005
Agriculture,2008,3,2008-3,85899231,15417178
Currencies,2008,3,2008-3,50941330,14355808
Energy,2008,3,2008-3,49419694,32320000
Equity,2008,3,2008-3,943958875,509583653
"Interest Rates",2008,3,2008-3,319446068,144021703
Metals,2008,3,2008-3,29115013,4669472
Other,2008,3,2008-3,8496250,21602881
Agriculture,2008,4,2008-4,80526307,14349130
Currencies,2008,4,2008-4,58078502,16408705
Energy,2008,4,2008-4,46272962,27162840
Equity,2008,4,2008-4,880190399,564670771
"Interest Rates",2008,4,2008-4,281426924,148950444
Metals,2008,4,2008-4,26167121,4706958
Other,2008,4,2008-4,6899219,20344338
Agriculture,2008,5,2008-5,63027208,14638384
Currencies,2008,5,2008-5,51278509,18848672
Energy,2008,5,2008-5,50366971,27343477
Equity,2008,5,2008-5,889355816,596503192
"Interest Rates",2008,5,2008-5,266559767,150853460
Metals,2008,5,2008-5,23716996,4724709
Other,2008,5,2008-5,5605994,19673451
Agriculture,2008,6,2008-6,70625265,13951253
Currencies,2008,6,2008-6,47876334,18772248
Energy,2008,6,2008-6,48385097,27820624
Equity,2008,6,2008-6,1035721749,550180796
"Interest Rates",2008,6,2008-6,298829513,137981327
Metals,2008,6,2008-6,25703890,4743895
Other,2008,6,2008-6,9053723,19715048
Agriculture,2008,7,2008-7,77854458,14059892
Currencies,2008,7,2008-7,47483940,17510915
Energy,2008,7,2008-7,50033303,28262490
Equity,2008,7,2008-7,1146960664,609509621
"Interest Rates",2008,7,2008-7,261975541,139586865
Metals,2008,7,2008-7,30927833,4824348
Other,2008,7,2008-7,9539759,27866549
Agriculture,2008,8,2008-8,82037651,13187198
Currencies,2008,8,2008-8,53813131,19272093
Energy,2008,8,2008-8,44611913,28332131
Equity,2008,8,2008-8,872937702,622337191
"Interest Rates",2008,8,2008-8,209124229,141909400
Metals,2008,8,2008-8,27406666,4655583
Other,2008,8,2008-8,6877135,17743199
Agriculture,2008,9,2008-9,70040803,12631683
Currencies,2008,9,2008-9,69589818,18355410
Energy,2008,9,2008-9,51012980,27701292
Equity,2008,9,2008-9,1368692109,601065678
"Interest Rates",2008,9,2008-9,309322814,128377194
Metals,2008,9,2008-9,32939462,4530430
Other,2008,9,2008-9,7594583,17366750
Agriculture,2009,1,2009-1,48686723,10766496
Currencies,2009,1,2009-1,40095189,12445844
Energy,2009,1,2009-1,53846013,30917923
Equity,2009,1,2009-1,834707121,434443363
"Interest Rates",2009,1,2009-1,175135799,116732987
Metals,2009,1,2009-1,34362308,4794401
Other,2009,1,2009-1,8404608,13057649
Agriculture,2009,10,2009-10,65321469,12100700
Currencies,2009,10,2009-10,118329080,12858791
Energy,2009,10,2009-10,60604042,40823436
Equity,2009,10,2009-10,1068620570,590940976
"Interest Rates",2009,10,2009-10,217596123,111232717
Metals,2009,10,2009-10,63610869,5504028
Other,2009,10,2009-10,16889130,21364718
Agriculture,2009,11,2009-11,85163919,11850969
Currencies,2009,11,2009-11,118996769,12313862
Energy,2009,11,2009-11,51668193,39233179
Equity,2009,11,2009-11,989415210,598848599
"Interest Rates",2009,11,2009-11,209326542,117278757
Metals,2009,11,2009-11,75657981,5506019
Other,2009,11,2009-11,20652824,22303309
Agriculture,2009,12,2009-12,105107587,12181129
Currencies,2009,12,2009-12,137124870,11432296
Energy,2009,12,2009-12,54040096,39284447
Equity,2009,12,2009-12,980403533,483911213
"Interest Rates",2009,12,2009-12,193360485,106991822
Metals,2009,12,2009-12,63148027,5384057
Other,2009,12,2009-12,29984528,24408339
Agriculture,2009,2,2009-2,67173013,9909510
Currencies,2009,2,2009-2,47020898,13108727
Energy,2009,2,2009-2,52848783,32660175
Equity,2009,2,2009-2,873774595,475788139
"Interest Rates",2009,2,2009-2,176517334,120253191
Metals,2009,2,2009-2,33721305,4583504
Other,2009,2,2009-2,9007132,13623702
Agriculture,2009,3,2009-3,70135444,9981333
Currencies,2009,3,2009-3,61835198,11399413
Energy,2009,3,2009-3,58835248,33853562
Equity,2009,3,2009-3,1118138581,472092081
"Interest Rates",2009,3,2009-3,214402035,109290821
Metals,2009,3,2009-3,40135196,4216584
Other,2009,3,2009-3,14827541,15030593
Agriculture,2009,4,2009-4,78278189,9668041
Currencies,2009,4,2009-4,52363705,11976644
Energy,2009,4,2009-4,50317711,35811728
Equity,2009,4,2009-4,1053039409,533156362
"Interest Rates",2009,4,2009-4,169794543,113400483
Metals,2009,4,2009-4,42169071,4423527
Other,2009,4,2009-4,18820473,15788251
Agriculture,2009,5,2009-5,64920359,10965383
Currencies,2009,5,2009-5,68428240,13584941
Energy,2009,5,2009-5,49676213,35640380
Equity,2009,5,2009-5,1004017339,550378025
"Interest Rates",2009,5,2009-5,198066176,115628792
Metals,2009,5,2009-5,36994292,4565997
Other,2009,5,2009-5,16727556,17224614
Agriculture,2009,6,2009-6,81948010,10533940
Currencies,2009,6,2009-6,81264702,12039023
Energy,2009,6,2009-6,54678511,36735921
Equity,2009,6,2009-6,1055710463,500360342
"Interest Rates",2009,6,2009-6,250045864,107944688
Metals,2009,6,2009-6,45643332,4631326
Other,2009,6,2009-6,21125755,19373282
Agriculture,2009,7,2009-7,83465225,11335742
Currencies,2009,7,2009-7,87241154,12205298
Energy,2009,7,2009-7,55692606,37855132
Equity,2009,7,2009-7,964725948,535389947
"Interest Rates",2009,7,2009-7,190197173,108622023
Metals,2009,7,2009-7,47320767,4828663
Other,2009,7,2009-7,13607785,19400038
Agriculture,2009,8,2009-8,102521158,11862807
Currencies,2009,8,2009-8,82492816,12695920
Energy,2009,8,2009-8,52499156,38180740
Equity,2009,8,2009-8,928825093,545967714
"Interest Rates",2009,8,2009-8,198863601,112325372
Metals,2009,8,2009-8,65988369,5033825
Other,2009,8,2009-8,16486972,21062651
Agriculture,2009,9,2009-9,75965876,11531376
Currencies,2009,9,2009-9,95718593,12024510
Energy,2009,9,2009-9,55760985,37801258
Equity,2009,9,2009-9,1063911725,538578409
"Interest Rates",2009,9,2009-9,223073138,107260896
Metals,2009,9,2009-9,65523730,4919623
Other,2009,9,2009-9,16763542,21942806
Agriculture,2010,1,2010-1,101444164,13019047
Currencies,2010,1,2010-1,175612584,11408448
Energy,2010,1,2010-1,53202344,40995473
Equity,2010,1,2010-1,1018954712,484761244
"Interest Rates",2010,1,2010-1,213247144,116078814
Metals,2010,1,2010-1,57846816,5299747
Other,2010,1,2010-1,22176551,22874304
Agriculture,2010,10,2010-10,132032830,16024860
Currencies,2010,10,2010-10,274902193,13084688
Energy,2010,10,2010-10,62766067,43839594
Equity,2010,10,2010-10,1190695738,583729989
"Interest Rates",2010,10,2010-10,226494100,118251761
Metals,2010,10,2010-10,66619807,6261215
Other,2010,10,2010-10,21463377,21691550
Agriculture,2010,11,2010-11,179261301,14786524
Currencies,2010,11,2010-11,228213373,14056368
Energy,2010,11,2010-11,60776669,41858241
Equity,2010,11,2010-11,1304639171,616664474
"Interest Rates",2010,11,2010-11,296574182,119016613
Metals,2010,11,2010-11,84943134,5635501
Other,2010,11,2010-11,37643476,24643075
Agriculture,2010,12,2010-12,96604295,15044133
Currencies,2010,12,2010-12,190064722,12554344
Energy,2010,12,2010-12,55384108,41059000
Equity,2010,12,2010-12,1034833321,509501146
"Interest Rates",2010,12,2010-12,241276981,107950870
Metals,2010,12,2010-12,50308354,5486728
Other,2010,12,2010-12,32601806,26931322
Agriculture,2010,2,2010-2,75047886,11789685
Currencies,2010,2,2010-2,170347453,12419463
Energy,2010,2,2010-2,54365520,41186570
Equity,2010,2,2010-2,952138750,506638919
"Interest Rates",2010,2,2010-2,245668051,124093113
Metals,2010,2,2010-2,50810751,5366595
Other,2010,2,2010-2,17136427,24842050
Agriculture,2010,3,2010-3,115989191,13089157
Currencies,2010,3,2010-3,198878411,11762183
Energy,2010,3,2010-3,58924857,41929173
Equity,2010,3,2010-3,1111334651,503950126
"Interest Rates",2010,3,2010-3,290437957,121141098
Metals,2010,3,2010-3,66130138,5477007
Other,2010,3,2010-3,28650079,27703038
Agriculture,2010,4,2010-4,104866486,12729262
Currencies,2010,4,2010-4,215897952,12689871
Energy,2010,4,2010-4,63239080,42327025
Equity,2010,4,2010-4,1179267608,589041428
"Interest Rates",2010,4,2010-4,276292659,129651560
Metals,2010,4,2010-4,56090599,5647379
Other,2010,4,2010-4,22547062,29044603
Agriculture,2010,5,2010-5,97209513,13143263
Currencies,2010,5,2010-5,250306869,12700322
Energy,2010,5,2010-5,65002646,42165701
Equity,2010,5,2010-5,1497316427,601785030
"Interest Rates",2010,5,2010-5,332848215,128216050
Metals,2010,5,2010-5,81824501,5688922
Other,2010,5,2010-5,24314289,32070027
Agriculture,2010,6,2010-6,88817488,11951141
Currencies,2010,6,2010-6,228103978,12444952
Energy,2010,6,2010-6,60506329,42224046
Equity,2010,6,2010-6,1194549273,531587179
"Interest Rates",2010,6,2010-6,238070474,115983961
Metals,2010,6,2010-6,77722983,5680945
Other,2010,6,2010-6,22276671,33361279
Agriculture,2010,7,2010-7,89972996,13461870
Currencies,2010,7,2010-7,170809940,12280973
Energy,2010,7,2010-7,54241648,43365032
Equity,2010,7,2010-7,1013482113,552097973
"Interest Rates",2010,7,2010-7,223947201,116642924
Metals,2010,7,2010-7,82503728,5830015
Other,2010,7,2010-7,29979735,26795600
Agriculture,2010,8,2010-8,119664971,14406814
Currencies,2010,8,2010-8,166908479,12105074
Energy,2010,8,2010-8,62695951,44004237
Equity,2010,8,2010-8,1074280706,573172853
"Interest Rates",2010,8,2010-8,243801015,124090418
Metals,2010,8,2010-8,76537254,5813689
Other,2010,8,2010-8,30705022,30021234
Agriculture,2010,9,2010-9,106434238,15449796
Currencies,2010,9,2010-9,256091109,12913585
Energy,2010,9,2010-9,65631356,43731626
Equity,2010,9,2010-9,1072906611,542357689
"Interest Rates",2010,9,2010-9,263594290,115938544
Metals,2010,9,2010-9,67254629,5733907
Other,2010,9,2010-9,24042093,31457824
Agriculture,2011,1,2011-1,78401164,16681544
Currencies,2011,1,2011-1,204466269,13096515
Energy,2011,1,2011-1,71218964,41997667
Equity,2011,1,2011-1,1178972050,486323198
"Interest Rates",2011,1,2011-1,251118576,111386154
Metals,2011,1,2011-1,46477487,5405789
Other,2011,1,2011-1,30605187,21018130
Agriculture,2011,10,2011-10,69581763,14773988
Currencies,2011,10,2011-10,203395600,16813485
Energy,2011,10,2011-10,71470556,40158093
Equity,2011,10,2011-10,1197786757,612522438
"Interest Rates",2011,10,2011-10,230459464,114984251
Metals,2011,10,2011-10,81976343,6593149
Other,2011,10,2011-10,38166727,15921959
Agriculture,2011,11,2011-11,77189121,13149648
Currencies,2011,11,2011-11,204547029,16914074
Energy,2011,11,2011-11,69358973,39141266
Equity,2011,11,2011-11,1280634112,631910643
"Interest Rates",2011,11,2011-11,266186615,115848385
Metals,2011,11,2011-11,87863922,6245922
Other,2011,11,2011-11,48627155,17951003
Agriculture,2011,12,2011-12,59273741,12701845
Currencies,2011,12,2011-12,185075925,14790882
Energy,2011,12,2011-12,51937547,38207642
Equity,2011,12,2011-12,1114948220,503456185
"Interest Rates",2011,12,2011-12,177696504,99743537
Metals,2011,12,2011-12,68718526,5998135
Other,2011,12,2011-12,28520733,18401188
Agriculture,2011,2,2011-2,76798148,15357075
Currencies,2011,2,2011-2,192691277,12850276
Energy,2011,2,2011-2,72604679,41539471
Equity,2011,2,2011-2,1162999350,532870952
"Interest Rates",2011,2,2011-2,289936730,124711533
Metals,2011,2,2011-2,43599212,5656044
Other,2011,2,2011-2,34691423,25475116
Agriculture,2011,3,2011-3,102580041,16179150
Currencies,2011,3,2011-3,274996997,13275425
Energy,2011,3,2011-3,73355733,41951359
Equity,2011,3,2011-3,1438040987,536150193
"Interest Rates",2011,3,2011-3,346349773,122351543
Metals,2011,3,2011-3,60768194,5449281
Other,2011,3,2011-3,43426982,26006781
Agriculture,2011,4,2011-4,89235166,15088736
Currencies,2011,4,2011-4,230225857,14694024
Energy,2011,4,2011-4,56734665,42172987
Equity,2011,4,2011-4,1196217482,570059967
"Interest Rates",2011,4,2011-4,244319723,123601340
Metals,2011,4,2011-4,52408071,6013403
Other,2011,4,2011-4,37044865,21677139
Agriculture,2011,5,2011-5,93071869,15946506
Currencies,2011,5,2011-5,301235154,15418699
Energy,2011,5,2011-5,67718197,41033064
Equity,2011,5,2011-5,1366877304,585890710
"Interest Rates",2011,5,2011-5,293176966,131729318
Metals,2011,5,2011-5,61071986,5703880
Other,2011,5,2011-5,28631713,23217599
Agriculture,2011,6,2011-6,92776436,14472254
Currencies,2011,6,2011-6,309277637,16257128
Energy,2011,6,2011-6,72167738,41224348
Equity,2011,6,2011-6,1295772552,557439136
"Interest Rates",2011,6,2011-6,330712308,123216747
Metals,2011,6,2011-6,53574032,5765239
Other,2011,6,2011-6,34346140,24904456
Agriculture,2011,7,2011-7,85357881,15677734
Currencies,2011,7,2011-7,345565424,19350019
Energy,2011,7,2011-7,54869395,40635313
Equity,2011,7,2011-7,1142500934,584293593
"Interest Rates",2011,7,2011-7,261035637,123279962
Metals,2011,7,2011-7,53747118,6117592
Other,2011,7,2011-7,32666891,16423694
Agriculture,2011,8,2011-8,89044255,15892737
Currencies,2011,8,2011-8,396762699,17862197
Energy,2011,8,2011-8,77423865,40747379
Equity,2011,8,2011-8,1662694501,638655940
"Interest Rates",2011,8,2011-8,371873673,130710526
Metals,2011,8,2011-8,81789993,6312447
Other,2011,8,2011-8,53293482,19772417
Agriculture,2011,9,2011-9,84746573,15029033
Currencies,2011,9,2011-9,299269633,18609059
Energy,2011,9,2011-9,68346182,39893682
Equity,2011,9,2011-9,1377572792,611791151
"Interest Rates",2011,9,2011-9,286129220,117289037
Metals,2011,9,2011-9,85255298,6214936
Other,2011,9,2011-9,42257101,19768707
Agriculture,2012,1,2012-1,53695608,13742816
Currencies,2012,1,2012-1,183076283,16318210
Energy,2012,1,2012-1,69665740,40732325
Equity,2012,1,2012-1,1051446963,457758214
"Interest Rates",2012,1,2012-1,224311680,104532955
Metals,2012,1,2012-1,63397501,5848515
Other,2012,1,2012-1,23595227,10530083
Agriculture,2012,10,2012-10,97623605,16655080
Currencies,2012,10,2012-10,235954112,15727012
Energy,2012,10,2012-10,117373156,77298548
Equity,2012,10,2012-10,902467623,534380677
"Interest Rates",2012,10,2012-10,225981686,95267316
Metals,2012,10,2012-10,75432490,7080746
Other,2012,10,2012-10,38364119,28465956
Agriculture,2012,11,2012-11,119025932,15052545
Currencies,2012,11,2012-11,214480635,17596261
Energy,2012,11,2012-11,98181461,73777592
Equity,2012,11,2012-11,909505953,561863124
"Interest Rates",2012,11,2012-11,209267741,97895858
Metals,2012,11,2012-11,80864613,6571613
Other,2012,11,2012-11,36281491,32668909
Agriculture,2012,12,2012-12,87949551,14194402
Currencies,2012,12,2012-12,208533420,15941426
Energy,2012,12,2012-12,80846925,71402522
Equity,2012,12,2012-12,880655144,451833135
"Interest Rates",2012,12,2012-12,180078142,87802433
Metals,2012,12,2012-12,77956799,6440110
Other,2012,12,2012-12,54775207,31723118
Agriculture,2012,2,2012-2,70516202,13479269
Currencies,2012,2,2012-2,174642919,17101206
Energy,2012,2,2012-2,73014105,41724906
Equity,2012,2,2012-2,1111537592,515440009
"Interest Rates",2012,2,2012-2,234663513,108891117
Metals,2012,2,2012-2,68605313,6252820
Other,2012,2,2012-2,32765879,15323725
Agriculture,2012,3,2012-3,81498021,15193650
Currencies,2012,3,2012-3,195935069,15120944
Energy,2012,3,2012-3,67038072,41829102
Equity,2012,3,2012-3,1200372170,503885485
"Interest Rates",2012,3,2012-3,291706780,91964015
Metals,2012,3,2012-3,67130162,6097123
Other,2012,3,2012-3,40304155,18293445
Agriculture,2012,4,2012-4,77502632,15571044
Currencies,2012,4,2012-4,153457039,16734558
Energy,2012,4,2012-4,60822636,41761229
Equity,2012,4,2012-4,1091904112,522913849
"Interest Rates",2012,4,2012-4,214289020,98095228
Metals,2012,4,2012-4,56720616,6316461
Other,2012,4,2012-4,35235742,19984420
Agriculture,2012,5,2012-5,106595678,16615419
Currencies,2012,5,2012-5,231192401,17050233
Energy,2012,5,2012-5,73539345,41090033
Equity,2012,5,2012-5,1328826835,561500820
"Interest Rates",2012,5,2012-5,290163777,102929032
Metals,2012,5,2012-5,73410665,6396829
Other,2012,5,2012-5,40388706,23500434
Agriculture,2012,6,2012-6,121583741,15648506
Currencies,2012,6,2012-6,221857262,15680738
Energy,2012,6,2012-6,73589578,40728014
Equity,2012,6,2012-6,1140929266,501361402
"Interest Rates",2012,6,2012-6,248943471,91226566
Metals,2012,6,2012-6,69907154,6521736
Other,2012,6,2012-6,40323133,24315020
Agriculture,2012,7,2012-7,173931531,17529695
Currencies,2012,7,2012-7,223165595,15499885
Energy,2012,7,2012-7,67836839,39543016
Equity,2012,7,2012-7,922807994,509470019
"Interest Rates",2012,7,2012-7,200840963,92159772
Metals,2012,7,2012-7,65615699,6368604
Other,2012,7,2012-7,47551440,21023250
Agriculture,2012,8,2012-8,148878333,17714521
Currencies,2012,8,2012-8,179297945,16618168
Energy,2012,8,2012-8,72495188,39228907
Equity,2012,8,2012-8,914744833,533812634
"Interest Rates",2012,8,2012-8,228501943,95854232
Metals,2012,8,2012-8,70074386,6708409
Other,2012,8,2012-8,48485798,23787308
Agriculture,2012,9,2012-9,114119523,16997577
Currencies,2012,9,2012-9,212986835,15200356
Energy,2012,9,2012-9,70770458,37725655
Equity,2012,9,2012-9,928236502,514021098
"Interest Rates",2012,9,2012-9,234934110,92659150
Metals,2012,9,2012-9,104572646,6560242
Other,2012,9,2012-9,37579537,26787143
Agriculture,2013,1,2013-1,91455083,15765304
Currencies,2013,1,2013-1,256038041,17253541
Energy,2013,1,2013-1,111397585,71538033
Equity,2013,1,2013-1,961594083,244829282
"Interest Rates",2013,1,2013-1,274540643,93284433
Metals,2013,1,2013-1,81413010,6845555
Other,2013,1,2013-1,64274810,21498864
Agriculture,2013,10,2013-10,105961599,16921210
Currencies,2013,10,2013-10,128167802,14343796
Energy,2013,10,2013-10,108011715,72564116
Equity,2013,10,2013-10,1008118657,291146475
"Interest Rates",2013,10,2013-10,238133844,99197998
Metals,2013,10,2013-10,74495672,7336518
Other,2013,10,2013-10,37968881,24016053
Agriculture,2013,11,2013-11,104864929,15334491
Currencies,2013,11,2013-11,120761672,15600321
Energy,2013,11,2013-11,94375763,70232177
Equity,2013,11,2013-11,850777714,303728322
"Interest Rates",2013,11,2013-11,249017893,103049008
Metals,2013,11,2013-11,73579699,7139487
Other,2013,11,2013-11,28432040,24944231
Agriculture,2013,12,2013-12,103041029,15404975
Currencies,2013,12,2013-12,126102218,15268082
Energy,2013,12,2013-12,99182071,68002213
Equity,2013,12,2013-12,869993874,211548480
"Interest Rates",2013,12,2013-12,220291266,90128081
Metals,2013,12,2013-12,83127119,7101639
Other,2013,12,2013-12,29566926,24125258
Agriculture,2013,2,2013-2,87185011,14697721
Currencies,2013,2,2013-2,237055827,17589278
Energy,2013,2,2013-2,95959470,71569261
Equity,2013,2,2013-2,862368892,265098777
"Interest Rates",2013,2,2013-2,286281688,98249705
Metals,2013,2,2013-2,72013633,6984248
Other,2013,2,2013-2,46565860,24131731
Agriculture,2013,3,2013-3,97933187,15620338
Currencies,2013,3,2013-3,243591139,16315149
Energy,2013,3,2013-3,119508207,72940467
Equity,2013,3,2013-3,988511927,248400207
"Interest Rates",2013,3,2013-3,270079311,95184197
Metals,2013,3,2013-3,85004844,6906253
Other,2013,3,2013-3,63613308,24597245
Agriculture,2013,4,2013-4,101155082,14821637
Currencies,2013,4,2013-4,246109553,17999126
Energy,2013,4,2013-4,137556954,77403596
Equity,2013,4,2013-4,1055873520,269233111
"Interest Rates",2013,4,2013-4,245465077,98508910
Metals,2013,4,2013-4,99707413,7070986
Other,2013,4,2013-4,60486667,22308919
Agriculture,2013,5,2013-5,98164943,16440054
Currencies,2013,5,2013-5,274772828,20480427
Energy,2013,5,2013-5,122229957,76216660
Equity,2013,5,2013-5,1082363387,282414553
"Interest Rates",2013,5,2013-5,362227074,109946276
Metals,2013,5,2013-5,110964474,7418438
Other,2013,5,2013-5,65046953,23634195
Agriculture,2013,6,2013-6,97258585,14932186
Currencies,2013,6,2013-6,330838898,17175724
Energy,2013,6,2013-6,107985368,75691202
Equity,2013,6,2013-6,1087298477,239025148
"Interest Rates",2013,6,2013-6,366539853,104580967
Metals,2013,6,2013-6,96137626,7335953
Other,2013,6,2013-6,54953951,23774339
Agriculture,2013,7,2013-7,105879721,16175130
Currencies,2013,7,2013-7,206027166,13974830
Energy,2013,7,2013-7,110310856,74032671
Equity,2013,7,2013-7,944435930,253926464
"Interest Rates",2013,7,2013-7,244806364,97604478
Metals,2013,7,2013-7,104055288,7227081
Other,2013,7,2013-7,46693856,21969817
Agriculture,2013,8,2013-8,117668709,16073580
Currencies,2013,8,2013-8,173806132,15163000
Energy,2013,8,2013-8,106389137,74618886
Equity,2013,8,2013-8,950023805,272445102
"Interest Rates",2013,8,2013-8,264588046,102913214
Metals,2013,8,2013-8,112091775,6915624
Other,2013,8,2013-8,44705352,22996662
Agriculture,2013,9,2013-9,105357269,16721368
Currencies,2013,9,2013-9,162117352,13721978
Energy,2013,9,2013-9,93222118,72338427
Equity,2013,9,2013-9,932126822,261154326
"Interest Rates",2013,9,2013-9,272659679,96641723
Metals,2013,9,2013-9,87471260,6594141
Other,2013,9,2013-9,33259874,22691202
Agriculture,2014,1,2014-1,106145621,16855020
Currencies,2014,1,2014-1,151253863,17717435
Energy,2014,1,2014-1,110339091,66926275
Equity,2014,1,2014-1,967146696,478287697
"Interest Rates",2014,1,2014-1,276775745,97450640
Metals,2014,1,2014-1,81893155,6939611
Other,2014,1,2014-1,38614537,17565631
Agriculture,2014,10,2014-10,121307281,19013299
Currencies,2014,10,2014-10,207804346,23328126
Energy,2014,10,2014-10,108814503,62067265
Equity,2014,10,2014-10,1251806646,591453706
"Interest Rates",2014,10,2014-10,347148534,105166036
Metals,2014,10,2014-10,122679357,10540106
Other,2014,10,2014-10,62420887,21495432
Agriculture,2014,11,2014-11,130005918,17285057
Currencies,2014,11,2014-11,224555927,35745069
Energy,2014,11,2014-11,99749174,56948246
Equity,2014,11,2014-11,974441395,595209631
"Interest Rates",2014,11,2014-11,210582023,106940837
Metals,2014,11,2014-11,146997310,9699187
Other,2014,11,2014-11,49021138,20408822
Agriculture,2014,12,2014-12,122063820,16204198
Currencies,2014,12,2014-12,243815399,54086812
Energy,2014,12,2014-12,98850816,59259484
Equity,2014,12,2014-12,1227164392,515083094
"Interest Rates",2014,12,2014-12,255095026,103227584
Metals,2014,12,2014-12,152017818,8808647
Other,2014,12,2014-12,76365917,20577489
Agriculture,2014,2,2014-2,96334147,16838018
Currencies,2014,2,2014-2,162789384,18021883
Energy,2014,2,2014-2,95245940,67100175
Equity,2014,2,2014-2,870116919,503934081
"Interest Rates",2014,2,2014-2,265395056,100868786
Metals,2014,2,2014-2,70202124,7616294
Other,2014,2,2014-2,41298007,19990521
Agriculture,2014,3,2014-3,119257253,17170924
Currencies,2014,3,2014-3,179302475,16818400
Energy,2014,3,2014-3,94245630,65501870
Equity,2014,3,2014-3,1020118825,483620528
"Interest Rates",2014,3,2014-3,286114020,100021148
Metals,2014,3,2014-3,112895617,7903038
Other,2014,3,2014-3,44932305,20680824
Agriculture,2014,4,2014-4,117347585,16364108
Currencies,2014,4,2014-4,130919104,16165617
Energy,2014,4,2014-4,90562085,64026012
Equity,2014,4,2014-4,924726414,508444242
