Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"North America",2010,06,2010-06,595350686,376295485
Other,2010,06,2010-06,41203062,13728980
Asia,2010,07,2010-07,690346063,36561293
Europe,2010,07,2010-07,307725518,264941500
"Latin America",2010,07,2010-07,126821962,71096214
"North America",2010,07,2010-07,518677874,383065783
Other,2010,07,2010-07,21365944,14809597
Asia,2010,08,2010-08,779493133,38828901
Europe,2010,08,2010-08,290395685,272903004
"Latin America",2010,08,2010-08,129096956,79088039
"North America",2010,08,2010-08,556831673,397112213
Other,2010,08,2010-08,18775951,15682162
Asia,2010,09,2010-09,750184889,37587829
Europe,2010,09,2010-09,368974468,238745730
"Latin America",2010,09,2010-09,123063292,80413763
"North America",2010,09,2010-09,573633206,396562311
Other,2010,09,2010-09,40098471,14273338
Asia,2010,10,2010-10,909936435,39239220
Europe,2010,10,2010-10,328559131,257565240
"Latin America",2010,10,2010-10,120988199,76809474
"North America",2010,10,2010-10,597524147,414486053
Other,2010,10,2010-10,17966200,14783670
Asia,2010,11,2010-11,995951475,39758080
Europe,2010,11,2010-11,384301409,284364557
"Latin America",2010,11,2010-11,123022019,78908674
"North America",2010,11,2010-11,667207643,416375091
Other,2010,11,2010-11,21568760,17254394
Asia,2010,12,2010-12,645888567,33177493
Europe,2010,12,2010-12,310570609,194705476
"Latin America",2010,12,2010-12,122931834,80469014
"North America",2010,12,2010-12,588173827,394294666
Other,2010,12,2010-12,33508750,15880894
Asia,2011,01,2011-01,730367047,37719286
Europe,2011,01,2011-01,350174874,224325516
"Latin America",2011,01,2011-01,119609335,67351784
"North America",2011,01,2011-01,640222546,348457105
Other,2011,01,2011-01,20885895,18055306
Asia,2011,02,2011-02,703446783,40304554
Europe,2011,02,2011-02,357864488,247160528
"Latin America",2011,02,2011-02,139260833,73859556
"North America",2011,02,2011-02,651094753,378341643
Other,2011,02,2011-02,21653962,18794186
Asia,2011,03,2011-03,915834404,40175130
Europe,2011,03,2011-03,460621066,232113735
"Latin America",2011,03,2011-03,145800158,79301732
"North America",2011,03,2011-03,769466248,394646206
Other,2011,03,2011-03,47796831,15126929
Asia,2011,04,2011-04,804915691,38978139
Europe,2011,04,2011-04,356216947,257285466
"Latin America",2011,04,2011-04,131458313,75512539
"North America",2011,04,2011-04,596825775,405774333
Other,2011,04,2011-04,16769103,15757119
Asia,2011,05,2011-05,897206800,54060948
Europe,2011,05,2011-05,508174584,257701372
"Latin America",2011,05,2011-05,122931731,78794951
"North America",2011,05,2011-05,661467081,411285748
Other,2011,05,2011-05,22002993,17096757
Asia,2011,06,2011-06,860520202,53838380
Europe,2011,06,2011-06,442758280,221017544
"Latin America",2011,06,2011-06,115888293,83345518
"North America",2011,06,2011-06,724559942,410111588
Other,2011,06,2011-06,44900126,14966278
Asia,2011,07,2011-07,873619120,56750518
Europe,2011,07,2011-07,351988454,238794341
"Latin America",2011,07,2011-07,111265867,71978492
"North America",2011,07,2011-07,619900284,421589323
Other,2011,07,2011-07,18969555,16665233
Asia,2011,08,2011-08,1053248214,57726194
Europe,2011,08,2011-08,514364244,258856104
"Latin America",2011,08,2011-08,165528553,81447324
"North America",2011,08,2011-08,969483512,455508481
Other,2011,08,2011-08,30257945,16415540
Asia,2011,09,2011-09,859330262,53125216
Europe,2011,09,2011-09,489715095,246246540
"Latin America",2011,09,2011-09,143960376,80223646
"North America",2011,09,2011-09,708068657,431975188
Other,2011,09,2011-09,42502409,17025015
Asia,2011,10,2011-10,663748279,51718617
Europe,2011,10,2011-10,395133534,253123016
"Latin America",2011,10,2011-10,141384597,78060271
"North America",2011,10,2011-10,669579517,423398366
Other,2011,10,2011-10,22991283,15467093
Asia,2011,11,2011-11,808375752,53579816
Europe,2011,11,2011-11,414834047,263888775
"Latin America",2011,11,2011-11,148001993,82964823
"North America",2011,11,2011-11,637320316,423363385
Other,2011,11,2011-11,25874819,17364142
Asia,2011,12,2011-12,655297466,41836757
Europe,2011,12,2011-12,340353896,179668886
"Latin America",2011,12,2011-12,118103809,77371498
"North America",2011,12,2011-12,537165481,380330653
Other,2011,12,2011-12,35250544,14091620
Asia,2012,01,2012-01,607257364,46390230
Europe,2012,01,2012-01,309644843,207074840
"Latin America",2012,01,2012-01,145494949,65259132
"North America",2012,01,2012-01,584470518,316315958
Other,2012,01,2012-01,22321328,14422958
Asia,2012,02,2012-02,666613325,51919636
Europe,2012,02,2012-02,312708506,227333095
"Latin America",2012,02,2012-02,139669421,68365107
"North America",2012,02,2012-02,623644722,351992179
Other,2012,02,2012-02,23109549,18603035
Asia,2012,03,2012-03,660948306,46521410
Europe,2012,03,2012-03,397422725,212920134
"Latin America",2012,03,2012-03,173007829,58328958
"North America",2012,03,2012-03,673486544,358406364
Other,2012,03,2012-03,39119025,16206898
Asia,2012,04,2012-04,583312185,50332938
Europe,2012,04,2012-04,371364193,237855399
"Latin America",2012,04,2012-04,154197626,62888019
"North America",2012,04,2012-04,563381294,353641320
Other,2012,04,2012-04,17676499,16659113
Asia,2012,05,2012-05,782381590,57984186
Europe,2012,05,2012-05,466647815,246967167
"Latin America",2012,05,2012-05,183388099,68644583
"North America",2012,05,2012-05,689166091,379276217
Other,2012,05,2012-05,22533812,16210647
Asia,2012,06,2012-06,682263604,44708215
Europe,2012,06,2012-06,440971562,208061457
"Latin America",2012,06,2012-06,128928367,65785906
"North America",2012,06,2012-06,625270304,361913261
Other,2012,06,2012-06,39699768,15013143
Asia,2012,07,2012-07,653545665,50832284
Europe,2012,07,2012-07,351578377,218817383
"Latin America",2012,07,2012-07,135073662,60174022
"North America",2012,07,2012-07,542552488,356223644
Other,2012,07,2012-07,18999869,15546908
Asia,2012,08,2012-08,590985513,52378414
Europe,2012,08,2012-08,332921228,229742981
"Latin America",2012,08,2012-08,155562910,65197604
"North America",2012,08,2012-08,565781348,370179521
Other,2012,08,2012-08,17227427,16225659
Asia,2012,09,2012-09,585689053,48459644
Europe,2012,09,2012-09,380404251,214160211
"Latin America",2012,09,2012-09,133062659,70347642
"North America",2012,09,2012-09,575415343,362243331
Other,2012,09,2012-09,28628305,14740393
Asia,2012,10,2012-10,569334846,54602152
Europe,2012,10,2012-10,353506150,229949842
"Latin America",2012,10,2012-10,146606143,71976640
"North America",2012,10,2012-10,603115236,403688049
Other,2012,10,2012-10,20634416,14658652
Asia,2012,11,2012-11,573869338,56885619
Europe,2012,11,2012-11,340521581,244074155
"Latin America",2012,11,2012-11,120221156,75725304
"North America",2012,11,2012-11,612278401,411674842
Other,2012,11,2012-11,20717350,17065982
Asia,2012,12,2012-12,570161391,49804262
Europe,2012,12,2012-12,293319931,164563171
"Latin America",2012,12,2012-12,115420322,72531488
"North America",2012,12,2012-12,545725528,377683635
Other,2012,12,2012-12,46168016,14754590
Asia,2013,01,2013-01,665632753,58260673
Europe,2013,01,2013-01,368039580,196524754
"Latin America",2013,01,2013-01,122911832,55069224
"North America",2013,01,2013-01,649348508,365653858
Other,2013,01,2013-01,34780582,20600583
Asia,2013,02,2013-02,545076297,60952856
Europe,2013,02,2013-02,365356373,210681283
"Latin America",2013,02,2013-02,133185666,62618182
"North America",2013,02,2013-02,624869397,392990360
Other,2013,02,2013-02,18942648,20296673
Asia,2013,03,2013-03,653822074,55669209
Europe,2013,03,2013-03,397576767,195804881
"Latin America",2013,03,2013-03,159763334,67063856
"North America",2013,03,2013-03,614244853,386482553
Other,2013,03,2013-03,42834895,20296600
Asia,2013,04,2013-04,646491420,57559948
Europe,2013,04,2013-04,414327043,217113313
"Latin America",2013,04,2013-04,181941075,65503173
"North America",2013,04,2013-04,681822891,400729787
Other,2013,04,2013-04,21771837,20545027
Asia,2013,05,2013-05,739244987,62865307
Europe,2013,05,2013-05,416379636,222453009
"Latin America",2013,05,2013-05,176681663,74275793
"North America",2013,05,2013-05,760488265,435745353
Other,2013,05,2013-05,22975065,22197791
Asia,2013,06,2013-06,744569601,54587029
Europe,2013,06,2013-06,446579837,190325203
"Latin America",2013,06,2013-06,158740826,70973505
"North America",2013,06,2013-06,749253497,423564863
Other,2013,06,2013-06,41868997,17570369
Asia,2013,07,2013-07,675567221,54282066
Europe,2013,07,2013-07,338748133,201525539
"Latin America",2013,07,2013-07,126745266,60094249
"North America",2013,07,2013-07,603396149,430187309
Other,2013,07,2013-07,17752412,18170647
Asia,2013,08,2013-08,655603686,52898259
Europe,2013,08,2013-08,300762870,212825322
"Latin America",2013,08,2013-08,160107725,67146540
"North America",2013,08,2013-08,631740476,448617631
Other,2013,08,2013-08,21058199,21639684
Asia,2013,09,2013-09,541032415,49209076
Europe,2013,09,2013-09,362849591,203439227
"Latin America",2013,09,2013-09,121378851,66297257
"North America",2013,09,2013-09,620270056,433912983
Other,2013,09,2013-09,40683461,20787422
Asia,2013,10,2013-10,485666741,56410249
Europe,2013,10,2013-10,333366828,220953576
"Latin America",2013,10,2013-10,131425271,65700400
"North America",2013,10,2013-10,703309262,468741194
Other,2013,10,2013-10,47090068,27135079
Asia,2013,11,2013-11,468509845,56144328
Europe,2013,11,2013-11,312862760,232131339
"Latin America",2013,11,2013-11,121952739,66037794
"North America",2013,11,2013-11,595930072,470544727
Other,2013,11,2013-11,22554294,31363240
Asia,2013,12,2013-12,480364295,47441064
Europe,2013,12,2013-12,320169926,163120167
"Latin America",2013,12,2013-12,88348276,60133049
"North America",2013,12,2013-12,597329441,433683360
Other,2013,12,2013-12,45092565,19176171
Asia,2014,01,2014-01,507372435,49764564
Europe,2014,01,2014-01,354476360,190040931
"Latin America",2014,01,2014-01,122047387,48335103
"North America",2014,01,2014-01,714188793,386972580
Other,2014,01,2014-01,34083733,26629131
Asia,2014,02,2014-02,439015491,52558324
Europe,2014,02,2014-02,351388869,203171697
"Latin America",2014,02,2014-02,126215827,53431671
"North America",2014,02,2014-02,660650781,395180979
Other,2014,02,2014-02,24110609,30027087
Asia,2014,03,2014-03,587090184,51614222
Europe,2014,03,2014-03,424455835,189727458
"Latin America",2014,03,2014-03,110297631,55062115
"North America",2014,03,2014-03,691115511,388634064
Other,2014,03,2014-03,43906964,26678873
Asia,2014,04,2014-04,461994282,52070334
Europe,2014,04,2014-04,356390714,204318357
"Latin America",2014,04,2014-04,124047555,51672526
"North America",2014,04,2014-04,648620110,397290884
Other,2014,04,2014-04,22193705,28623346
Asia,2014,05,2014-05,502186131,56513084
Europe,2014,05,2014-05,346159718,207155611
"Latin America",2014,05,2014-05,114377617,53599367
"North America",2014,05,2014-05,623150341,411143364
Other,2014,05,2014-05,24286424,41941842
Asia,2014,06,2014-06,572815193,52523338
Europe,2014,06,2014-06,346595343,180277167
"Latin America",2014,06,2014-06,100235852,53953602
"North America",2014,06,2014-06,627674551,412497342
Other,2014,06,2014-06,72918997,38542652
Asia,2014,07,2014-07,639177087,59476660
Europe,2014,07,2014-07,313802433,192029504
"Latin America",2014,07,2014-07,113659393,56887454
"North America",2014,07,2014-07,661178592,441428699
Other,2014,07,2014-07,18992108,41358127
Asia,2014,08,2014-08,581566999,60828360
Europe,2014,08,2014-08,309219566,201431759
"Latin America",2014,08,2014-08,156933526,62191839
"North America",2014,08,2014-08,628714585,447744746
Other,2014,08,2014-08,30794836,46830890
Asia,2014,09,2014-09,683000198,58457413
Europe,2014,09,2014-09,397019153,187809676
"Latin America",2014,09,2014-09,167684819,70722967
"North America",2014,09,2014-09,730925752,453430514
Other,2014,09,2014-09,53636187,40318105
Asia,2014,10,2014-10,644484738,64672210
Europe,2014,10,2014-10,435829465,192365453
"Latin America",2014,10,2014-10,172922400,58305933
"North America",2014,10,2014-10,945581319,477533203
Other,2014,10,2014-10,23163632,40187171
Asia,2014,11,2014-11,749621802,67454971
Europe,2014,11,2014-11,372925215,224981600
"Latin America",2014,11,2014-11,104544697,59640145
"North America",2014,11,2014-11,583941029,451081350
Other,2014,11,2014-11,24320142,39078783
Asia,2014,12,2014-12,888760823,57359876
Europe,2014,12,2014-12,421734873,165850639
"Latin America",2014,12,2014-12,103792784,61484680
"North America",2014,12,2014-12,700194512,433577280
Other,2014,12,2014-12,60890196,58974833
Asia,2015,01,2015-01,823253716,61425730
Europe,2015,01,2015-01,342040485,190425684
"Latin America",2015,01,2015-01,117951953,53479672
"North America",2015,01,2015-01,713426621,373345616
Other,2015,01,2015-01,20698735,30374630
Asia,2015,02,2015-02,626299829,63041561
Europe,2015,02,2015-02,354707234,205279912
"Latin America",2015,02,2015-02,105974388,56744329
"North America",2015,02,2015-02,645938271,388655246
Other,2015,02,2015-02,28049645,36826562
Asia,2015,03,2015-03,912496800,62530538
Europe,2015,03,2015-03,417027346,190527953
"Latin America",2015,03,2015-03,122039037,62730339
"North America",2015,03,2015-03,681512808,390222656
Other,2015,03,2015-03,68835808,37485432
Asia,2015,04,2015-04,887669266,72907574
Europe,2015,04,2015-04,360889732,206255892
"Latin America",2015,04,2015-04,139616860,61471931
"North America",2015,04,2015-04,616438611,418841223
Other,2015,04,2015-04,34326488,49272849
Asia,2015,05,2015-05,815359272,68085827
Europe,2015,05,2015-05,357457020,210942193
"Latin America",2015,05,2015-05,127886897,67305307
"North America",2015,05,2015-05,622987329,427368914
Other,2015,05,2015-05,40075723,63934838
Asia,2015,06,2015-06,861146559,64693798
Europe,2015,06,2015-06,452658493,191564191
"Latin America",2015,06,2015-06,117900869,67210124
"North America",2015,06,2015-06,702269009,415980446
Other,2015,06,2015-06,72345855,64614976
Asia,2015,07,2015-07,950640162,63781968
Europe,2015,07,2015-07,388675788,206576446
"Latin America",2015,07,2015-07,138379216,64346433
"North America",2015,07,2015-07,702639074,442650805
Other,2015,07,2015-07,36390363,60669704
Asia,2015,08,2015-08,966551149,65303755
Europe,2015,08,2015-08,424036828,213041842
"Latin America",2015,08,2015-08,130475390,72508656
"North America",2015,08,2015-08,812381591,459927486
Other,2015,08,2015-08,53556383,64918319
Asia,2015,09,2015-09,820596897,61047343
Europe,2015,09,2015-09,461117590,206585108
"Latin America",2015,09,2015-09,140043596,73236499
"North America",2015,09,2015-09,697450893,447713970
Other,2015,09,2015-09,113207474,66031788
Asia,2015,10,2015-10,669515671,61552570
Europe,2015,10,2015-10,408866047,221727998
"Latin America",2015,10,2015-10,119785485,67735441
"North America",2015,10,2015-10,690506331,464924364
Other,2015,10,2015-10,33263185,69030160
Asia,2015,11,2015-11,661538852,63035012
Europe,2015,11,2015-11,392242029,231437343
"Latin America",2015,11,2015-11,91639703,71189912
"North America",2015,11,2015-11,638689969,449136479
Other,2015,11,2015-11,23002030,70272410
Asia,2015,12,2015-12,702177064,59496372
Europe,2015,12,2015-12,436118795,168325977
"Latin America",2015,12,2015-12,99051584,66767105
"North America",2015,12,2015-12,674697893,428363133
Other,2015,12,2015-12,134351584,68103531
Asia,2016,01,2016-01,758966767,60760442
Europe,2016,01,2016-01,453076470,200327308
"Latin America",2016,01,2016-01,111213691,65275762
"North America",2016,01,2016-01,757598253,380291629
Other,2016,01,2016-01,32147228,75219642
Asia,2016,02,2016-02,633783088,65087753
Europe,2016,02,2016-02,502605035,213861640
"Latin America",2016,02,2016-02,117766933,66868232
"North America",2016,02,2016-02,755305035,394150068
Other,2016,02,2016-02,30103619,77316468
Asia,2016,03,2016-03,979179010,64132328
Europe,2016,03,2016-03,480517930,194975037
"Latin America",2016,03,2016-03,167604707,76971544
"North America",2016,03,2016-03,711337147,400092318
Other,2016,03,2016-03,167546556,63265966
Asia,2016,04,2016-04,891958270,62148156
Europe,2016,04,2016-04,423099565,215550691
"Latin America",2016,04,2016-04,132297227,68275470
"North America",2016,04,2016-04,668884983,424889926
Other,2016,04,2016-04,28495114,58400509
Asia,2016,05,2016-05,797517940,65581350
Europe,2016,05,2016-05,372236553,220888562
"Latin America",2016,05,2016-05,120137786,68646500
"North America",2016,05,2016-05,668098544,423104605
Other,2016,05,2016-05,30560938,55924374
Asia,2016,06,2016-06,818636239,63883584
Europe,2016,06,2016-06,508465660,201873706
"Latin America",2016,06,2016-06,132491258,66988585
"North America",2016,06,2016-06,785025045,428109156
Other,2016,06,2016-06,81731648,51972617
Asia,2016,07,2016-07,764956432,63309945
Europe,2016,07,2016-07,361469823,210209438
"Latin America",2016,07,2016-07,124435726,65469773
"North America",2016,07,2016-07,629573205,426880004
Other,2016,07,2016-07,22707450,52632826
Asia,2016,08,2016-08,693538168,68274795
Europe,2016,08,2016-08,356861474,223173989
"Latin America",2016,08,2016-08,124550367,65503650
"North America",2016,08,2016-08,684858847,433568516
Other,2016,08,2016-08,24051959,51839182
Asia,2016,09,2016-09,666391978,64475253
Europe,2016,09,2016-09,458337053,208270265
"Latin America",2016,09,2016-09,142496790,69388834
"North America",2016,09,2016-09,724805509,436506530
Other,2016,09,2016-09,74519553,50960742
Asia,2016,10,2016-10,587847297,67602905
Europe,2016,10,2016-10,375212122,223500028
"Latin America",2016,10,2016-10,153964739,68293059
"North America",2016,10,2016-10,632379099,427478327
Other,2016,10,2016-10,24080897,52432931
Asia,2016,11,2016-11,859825644,68900311
Europe,2016,11,2016-11,465140693,238137353
"Latin America",2016,11,2016-11,156386987,69142374
"North America",2016,11,2016-11,875534163,460483791
Other,2016,11,2016-11,28158862,53773015
Asia,2016,12,2016-12,728074504,60290378
Europe,2016,12,2016-12,422732153,177137786
"Latin America",2016,12,2016-12,131947166,65674049
"North America",2016,12,2016-12,696463845,435916112
Other,2016,12,2016-12,109920300,48790996
Asia,2017,01,2017-01,557855150,62686593
Europe,2017,01,2017-01,381477407,204365796
"Latin America",2017,01,2017-01,133684329,59523981
"North America",2017,01,2017-01,698738452,379397648
Other,2017,01,2017-01,29173773,48521754
Asia,2017,02,2017-02,588804497,70771867
Europe,2017,02,2017-02,362713456,225514536
"Latin America",2017,02,2017-02,145821184,63756349
"North America",2017,02,2017-02,725273736,414225355
Other,2017,02,2017-02,27848467,48635976
Asia,2017,03,2017-03,742639408,70615711
Europe,2017,03,2017-03,510045367,225077227
"Latin America",2017,03,2017-03,173312710,67306619
"North America",2017,03,2017-03,823499168,421568879
Other,2017,03,2017-03,56495073,42273395
Asia,2017,04,2017-04,675733544,71544349
Europe,2017,04,2017-04,386719454,241635288
"Latin America",2017,04,2017-04,143080703,66142125
"North America",2017,04,2017-04,668325229,430040605
Other,2017,04,2017-04,41498882,29075595
Asia,2017,05,2017-05,770896579,74724014
Europe,2017,05,2017-05,434276724,244302910
"Latin America",2017,05,2017-05,177922598,70511682
"North America",2017,05,2017-05,783642933,445493902
Other,2017,05,2017-05,62755141,50624756
Asia,2017,06,2017-06,765306699,72029509
Europe,2017,06,2017-06,500086731,214673407
"Latin America",2017,06,2017-06,154481105,73478705
"North America",2017,06,2017-06,799831385,437134969
Other,2017,06,2017-06,98581524,42984042
Asia,2017,07,2017-07,767372057,74805458
Europe,2017,07,2017-07,359627613,224907224
"Latin America",2017,07,2017-07,140770702,65521663
"North America",2017,07,2017-07,635971094,434946014
Other,2017,07,2017-07,23080890,44311602
Asia,2017,08,2017-08,844103721,78662764
Europe,2017,08,2017-08,373564622,234337302
"Latin America",2017,08,2017-08,183152269,75713204
"North America",2017,08,2017-08,799647284,466977881
Other,2017,08,2017-08,33819891,42468703
Asia,2017,09,2017-09,817507308,74092725
Europe,2017,09,2017-09,431135554,219109150
"Latin America",2017,09,2017-09,190851099,82944306
"North America",2017,09,2017-09,715450701,456927082
Other,2017,09,2017-09,79281631,41302949
